primary,grade,disposition,wkt,radius_m
北京延庆百里山水画廊景区,4A,CONSTRUCTED,"POLYGON ((116.32250711174991 40.699005, 116.3224638556115 40.698124501075014, 116.32233450377653 40.697252481836, 116.32212030197388 40.696397340304934, 116.32182331308401 40.69556731196222, 116.32144639727227 40.69477039043455, 116.32099318444396 40.69401425051186, 116.32046803928641 40.69330617423496, 116.31987601923451 40.69265298076548, 116.31922282576504 40.69206096071359, 116.31851474948814 40.69153581555603, 116.31775860956546 40.69108260272774, 116.31696168803778 40.690705686916, 116.31613165969506 40.69040869802612, 116.315276518164 40.69019449622347, 116.31440449892499 40.6900651443885, 116.313524 40.69002188825009, 116.31264350107502 40.6900651443885, 116.311771481836 40.69019449622347, 116.31091634030494 40.69040869802612, 116.31008631196222 40.690705686916, 116.30928939043454 40.69108260272774, 116.30853325051186 40.69153581555603, 116.30782517423496 40.69206096071359, 116.30717198076549 40.69265298076548, 116.30657996071359 40.69330617423496, 116.30605481555604 40.69401425051186, 116.30560160272773 40.69477039043455, 116.30522468691599 40.69556731196222, 116.30492769802612 40.696397340304934, 116.30471349622347 40.697252481836, 116.3045841443885 40.698124501075014, 116.30454088825009 40.699005, 116.3045841443885 40.699885498924985, 116.30471349622347 40.700757518164, 116.30492769802612 40.701612659695066, 116.30522468691599 40.70244268803778, 116.30560160272773 40.70323960956545, 116.30605481555604 40.703995749488136, 116.30657996071359 40.70470382576504, 116.30717198076549 40.70535701923452, 116.30782517423496 40.70594903928641, 116.30853325051186 40.70647418444397, 116.30928939043454 40.70692739727226, 116.31008631196222 40.707304313084, 116.31091634030494 40.70760130197388, 116.311771481836 40.70781550377653, 116.31264350107502 40.7079448556115, 116.313524 40.70798811174991, 116.31440449892499 40.7079448556115, 116.315276518164 40.70781550377653, 116.31613165969506 40.70760130197388, 116.31696168803778 40.707304313084, 116.31775860956546 40.70692739727226, 116.31851474948814 40.70647418444397, 116.31922282576504 40.70594903928641, 116.31987601923451 40.70535701923452, 116.32046803928641 40.70470382576504, 116.32099318444396 40.703995749488136, 116.32144639727227 40.70323960956545, 116.32182331308401 40.70244268803778, 116.32212030197388 40.701612659695066, 116.32233450377653 40.700757518164, 116.3224638556115 40.699885498924985, 116.32250711174991 40.699005))",1000.0
北京张裕爱斐堡国际酒庄旅游景区,4A,CONSTRUCTED,"POLYGON ((116.89772224469998 40.377083, 116.8977049422446 40.37673080043, 116.89765320151062 40.3763819927344, 116.89756752078956 40.37603993612198, 116.8974487252336 40.37570792478489, 116.89729795890891 40.37538915617382, 116.89711667377759 40.37508670020474, 116.89690661571457 40.37480346969399, 116.89666980769381 40.374542192306194, 116.89640853030602 40.374305384285435, 116.89612529979526 40.37409532622241, 116.89582284382618 40.37391404109109, 116.89550407521511 40.3737632747664, 116.89517206387804 40.37364447921045, 116.89483000726561 40.373558798489384, 116.89448119957 40.3735070577554, 116.894129 40.373489755300035, 116.89377680043002 40.3735070577554, 116.8934279927344 40.373558798489384, 116.89308593612198 40.37364447921045, 116.8927539247849 40.3737632747664, 116.89243515617383 40.37391404109109, 116.89213270020475 40.37409532622241, 116.891849469694 40.374305384285435, 116.8915881923062 40.374542192306194, 116.89135138428544 40.37480346969399, 116.89114132622242 40.37508670020474, 116.8909600410911 40.37538915617382, 116.89080927476641 40.37570792478489, 116.89069047921045 40.37603993612198, 116.89060479848939 40.3763819927344, 116.89055305775541 40.37673080043, 116.89053575530004 40.377083, 116.89055305775541 40.377435199569994, 116.89060479848939 40.377784007265596, 116.89069047921045 40.37812606387802, 116.89080927476641 40.37845807521511, 116.8909600410911 40.37877684382618, 116.89114132622242 40.37907929979526, 116.89135138428544 40.37936253030601, 116.8915881923062 40.379623807693804, 116.891849469694 40.37986061571456, 116.89213270020475 40.38007067377759, 116.89243515617383 40.38025195890891, 116.8927539247849 40.3804027252336, 116.89308593612198 40.38052152078955, 116.8934279927344 40.380607201510614, 116.89377680043002 40.3806589422446, 116.894129 40.38067624469996, 116.89448119957 40.3806589422446, 116.89483000726561 40.380607201510614, 116.89517206387804 40.38052152078955, 116.89550407521511 40.3804027252336, 116.89582284382618 40.38025195890891, 116.89612529979526 40.38007067377759, 116.89640853030602 40.37986061571456, 116.89666980769381 40.379623807693804, 116.89690661571457 40.37936253030601, 116.89711667377759 40.37907929979526, 116.89729795890891 40.37877684382618, 116.8974487252336 40.37845807521511, 116.89756752078956 40.37812606387802, 116.89765320151062 40.377784007265596, 116.8977049422446 40.377435199569994, 116.89772224469998 40.377083))",400.0
北京房山区张坊宋辽古城景区,3A,NOT_FOUND,,
北京河北村民俗园景区,3A,CONSTRUCTED,"POLYGON ((116.72448024469998 40.126001, 116.7244629422446 40.12564880043001, 116.72441120151062 40.125299992734405, 116.72432552078956 40.12495793612198, 116.7242067252336 40.124625924784894, 116.7240559589089 40.12430715617382, 116.72387467377759 40.12400470020474, 116.72366461571457 40.12372146969399, 116.72342780769381 40.1234601923062, 116.72316653030602 40.12322338428544, 116.72288329979526 40.12301332622241, 116.72258084382618 40.122832041091094, 116.72226207521511 40.1226812747664, 116.72193006387803 40.12256247921045, 116.72158800726561 40.12247679848939, 116.72123919957 40.1224250577554, 116.720887 40.12240775530004, 116.72053480043002 40.1224250577554, 116.7201859927344 40.12247679848939, 116.71984393612198 40.12256247921045, 116.7195119247849 40.1226812747664, 116.71919315617383 40.122832041091094, 116.71889070020475 40.12301332622241, 116.71860746969399 40.12322338428544, 116.7183461923062 40.1234601923062, 116.71810938428544 40.12372146969399, 116.71789932622242 40.12400470020474, 116.7177180410911 40.12430715617382, 116.71756727476641 40.124625924784894, 116.71744847921045 40.12495793612198, 116.71736279848939 40.125299992734405, 116.71731105775541 40.12564880043001, 116.71729375530003 40.126001, 116.71731105775541 40.12635319957, 116.71736279848939 40.1267020072656, 116.71744847921045 40.127044063878024, 116.71756727476641 40.12737607521511, 116.7177180410911 40.127694843826184, 116.71789932622242 40.12799729979526, 116.71810938428544 40.128280530306014, 116.7183461923062 40.12854180769381, 116.71860746969399 40.128778615714566, 116.71889070020475 40.12898867377759, 116.71919315617383 40.12916995890891, 116.7195119247849 40.129320725233605, 116.71984393612198 40.12943952078955, 116.7201859927344 40.12952520151062, 116.72053480043002 40.129576942244604, 116.720887 40.129594244699966, 116.72123919957 40.129576942244604, 116.72158800726561 40.12952520151062, 116.72193006387803 40.12943952078955, 116.72226207521511 40.129320725233605, 116.72258084382618 40.12916995890891, 116.72288329979526 40.12898867377759, 116.72316653030602 40.128778615714566, 116.72342780769381 40.12854180769381, 116.72366461571457 40.128280530306014, 116.72387467377759 40.12799729979526, 116.7240559589089 40.127694843826184, 116.7242067252336 40.12737607521511, 116.72432552078956 40.127044063878024, 116.72441120151062 40.1267020072656, 116.7244629422446 40.12635319957, 116.72448024469998 40.126001))",400.0
北京瓜草地景区,2A,CONSTRUCTED,"POLYGON ((115.97827624469997 39.951139, 115.9782589422446 39.95078680043, 115.97820720151061 39.9504379927344, 115.97812152078956 39.950095936121976, 115.9780027252336 39.94976392478489, 115.9778519589089 39.949445156173816, 115.97767067377758 39.94914270020474, 115.97746061571456 39.948859469693986, 115.9772238076938 39.94859819230619, 115.97696253030601 39.948361384285434, 115.97667929979525 39.94815132622241, 115.97637684382617 39.94797004109109, 115.97605807521511 39.947819274766395, 115.97572606387803 39.94770047921045, 115.9753840072656 39.94761479848938, 115.97503519956999 39.947563057755396, 115.974683 39.947545755300034, 115.97433080043001 39.947563057755396, 115.9739819927344 39.94761479848938, 115.97363993612197 39.94770047921045, 115.97330792478489 39.947819274766395, 115.97298915617382 39.94797004109109, 115.97268670020475 39.94815132622241, 115.97240346969399 39.948361384285434, 115.9721421923062 39.94859819230619, 115.97190538428544 39.948859469693986, 115.97169532622242 39.94914270020474, 115.9715140410911 39.949445156173816, 115.9713632747664 39.94976392478489, 115.97124447921044 39.950095936121976, 115.97115879848938 39.9504379927344, 115.9711070577554 39.95078680043, 115.97108975530003 39.951139, 115.9711070577554 39.95149119956999, 115.97115879848938 39.951840007265595, 115.97124447921044 39.95218206387802, 115.9713632747664 39.952514075215106, 115.9715140410911 39.95283284382618, 115.97169532622242 39.95313529979526, 115.97190538428544 39.95341853030601, 115.9721421923062 39.9536798076938, 115.97240346969399 39.95391661571456, 115.97268670020475 39.95412667377759, 115.97298915617382 39.954307958908906, 115.97330792478489 39.9544587252336, 115.97363993612197 39.95457752078955, 115.9739819927344 39.95466320151061, 115.97433080043001 39.9547149422446, 115.974683 39.95473224469996, 115.97503519956999 39.9547149422446, 115.9753840072656 39.95466320151061, 115.97572606387803 39.95457752078955, 115.97605807521511 39.9544587252336, 115.97637684382617 39.954307958908906, 115.97667929979525 39.95412667377759, 115.97696253030601 39.95391661571456, 115.9772238076938 39.9536798076938, 115.97746061571456 39.95341853030601, 115.97767067377758 39.95313529979526, 115.9778519589089 39.95283284382618, 115.9780027252336 39.952514075215106, 115.97812152078956 39.95218206387802, 115.97820720151061 39.951840007265595, 115.9782589422446 39.95149119956999, 115.97827624469997 39.951139))",400.0
北京白草畔自然风景区,3A,CONSTRUCTED,"POLYGON ((115.60111324469997 39.808279, 115.6010959422446 39.80792680043, 115.60104420151062 39.8075779927344, 115.60095852078956 39.80723593612198, 115.6008397252336 39.80690392478489, 115.6006889589089 39.80658515617382, 115.60050767377759 39.80628270020474, 115.60029761571457 39.80599946969399, 115.60006080769381 39.805738192306194, 115.59979953030602 39.805501384285435, 115.59951629979525 39.80529132622241, 115.59921384382618 39.80511004109109, 115.59889507521511 39.8049592747664, 115.59856306387803 39.80484047921045, 115.59822100726561 39.804754798489384, 115.59787219956999 39.8047030577554, 115.59752 39.804685755300035, 115.59716780043001 39.8047030577554, 115.5968189927344 39.804754798489384, 115.59647693612197 39.80484047921045, 115.5961449247849 39.8049592747664, 115.59582615617383 39.80511004109109, 115.59552370020475 39.80529132622241, 115.59524046969399 39.805501384285435, 115.5949791923062 39.805738192306194, 115.59474238428544 39.80599946969399, 115.59453232622242 39.80628270020474, 115.5943510410911 39.80658515617382, 115.59420027476641 39.80690392478489, 115.59408147921044 39.80723593612198, 115.59399579848939 39.8075779927344, 115.59394405775541 39.80792680043, 115.59392675530003 39.808279, 115.59394405775541 39.808631199569994, 115.59399579848939 39.808980007265596, 115.59408147921044 39.80932206387802, 115.59420027476641 39.80965407521511, 115.5943510410911 39.80997284382618, 115.59453232622242 39.81027529979526, 115.59474238428544 39.81055853030601, 115.5949791923062 39.810819807693804, 115.59524046969399 39.81105661571456, 115.59552370020475 39.81126667377759, 115.59582615617383 39.81144795890891, 115.5961449247849 39.8115987252336, 115.59647693612197 39.81171752078955, 115.5968189927344 39.811803201510614, 115.59716780043001 39.8118549422446, 115.59752 39.81187224469996, 115.59787219956999 39.8118549422446, 115.59822100726561 39.811803201510614, 115.59856306387803 39.81171752078955, 115.59889507521511 39.8115987252336, 115.59921384382618 39.81144795890891, 115.59951629979525 39.81126667377759, 115.59979953030602 39.81105661571456, 115.60006080769381 39.810819807693804, 115.60029761571457 39.81055853030601, 115.60050767377759 39.81027529979526, 115.6006889589089 39.80997284382618, 115.6008397252336 39.80965407521511, 115.60095852078956 39.80932206387802, 115.60104420151062 39.808980007265596, 115.6010959422446 39.808631199569994, 115.60111324469997 39.808279))",400.0
北京百瑞谷景区,3A,CONSTRUCTED,"POLYGON ((115.64307711174992 39.86075, 115.6430338556115 39.85986950107502, 115.64290450377653 39.858997481836006, 115.64269030197389 39.85814234030494, 115.64239331308401 39.857312311962225, 115.64201639727227 39.85651539043455, 115.64156318444397 39.855759250511866, 115.64103803928641 39.855051174234966, 115.64044601923452 39.854397980765484, 115.63979282576504 39.85380596071359, 115.63908474948815 39.85328081555603, 115.63832860956546 39.85282760272774, 115.63753168803778 39.852450686916, 115.63670165969506 39.85215369802612, 115.635846518164 39.85193949622347, 115.63497449892499 39.8518101443885, 115.634094 39.85176688825009, 115.63321350107502 39.8518101443885, 115.63234148183601 39.85193949622347, 115.63148634030495 39.85215369802612, 115.63065631196223 39.852450686916, 115.62985939043455 39.85282760272774, 115.62910325051186 39.85328081555603, 115.62839517423497 39.85380596071359, 115.62774198076549 39.854397980765484, 115.6271499607136 39.855051174234966, 115.62662481555604 39.855759250511866, 115.62617160272774 39.85651539043455, 115.625794686916 39.857312311962225, 115.62549769802612 39.85814234030494, 115.62528349622347 39.858997481836006, 115.6251541443885 39.85986950107502, 115.62511088825009 39.86075, 115.6251541443885 39.86163049892499, 115.62528349622347 39.862502518164, 115.62549769802612 39.86335765969507, 115.625794686916 39.86418768803778, 115.62617160272774 39.864984609565454, 115.62662481555604 39.86574074948814, 115.6271499607136 39.86644882576504, 115.62774198076549 39.86710201923452, 115.62839517423497 39.86769403928641, 115.62910325051186 39.86821918444397, 115.62985939043455 39.86867239727226, 115.63065631196223 39.869049313084005, 115.63148634030495 39.869346301973884, 115.63234148183601 39.86956050377653, 115.63321350107502 39.869689855611504, 115.634094 39.869733111749916, 115.63497449892499 39.869689855611504, 115.635846518164 39.86956050377653, 115.63670165969506 39.869346301973884, 115.63753168803778 39.869049313084005, 115.63832860956546 39.86867239727226, 115.63908474948815 39.86821918444397, 115.63979282576504 39.86769403928641, 115.64044601923452 39.86710201923452, 115.64103803928641 39.86644882576504, 115.64156318444397 39.86574074948814, 115.64201639727227 39.864984609565454, 115.64239331308401 39.86418768803778, 115.64269030197389 39.86335765969507, 115.64290450377653 39.862502518164, 115.6430338556115 39.86163049892499, 115.64307711174992 39.86075))",1000.0
北京百花山旅游景区,3A,CONSTRUCTED,"POLYGON ((115.6194921117499 39.856409, 115.6194488556115 39.855528501075014, 115.61931950377652 39.854656481836, 115.61910530197387 39.85380134030493, 115.618808313084 39.85297131196222, 115.61843139727226 39.85217439043455, 115.61797818444396 39.85141825051186, 115.6174530392864 39.85071017423496, 115.6168610192345 39.85005698076548, 115.61620782576503 39.84946496071359, 115.61549974948814 39.84893981555603, 115.61474360956545 39.84848660272774, 115.61394668803777 39.848109686916, 115.61311665969505 39.84781269802612, 115.61226151816399 39.84759849622347, 115.61138949892498 39.8474691443885, 115.610509 39.847425888250086, 115.60962850107501 39.8474691443885, 115.608756481836 39.84759849622347, 115.60790134030493 39.84781269802612, 115.60707131196222 39.848109686916, 115.60627439043454 39.84848660272774, 115.60551825051185 39.84893981555603, 115.60481017423496 39.84946496071359, 115.60415698076548 39.85005698076548, 115.60356496071358 39.85071017423496, 115.60303981555603 39.85141825051186, 115.60258660272773 39.85217439043455, 115.60220968691598 39.85297131196222, 115.60191269802611 39.85380134030493, 115.60169849622346 39.854656481836, 115.60156914438849 39.855528501075014, 115.60152588825008 39.856409, 115.60156914438849 39.857289498924985, 115.60169849622346 39.858161518163996, 115.60191269802611 39.859016659695065, 115.60220968691598 39.85984668803778, 115.60258660272773 39.86064360956545, 115.60303981555603 39.861399749488136, 115.60356496071358 39.86210782576504, 115.60415698076548 39.86276101923452, 115.60481017423496 39.86335303928641, 115.60551825051185 39.86387818444397, 115.60627439043454 39.86433139727226, 115.60707131196222 39.864708313084, 115.60790134030493 39.86500530197388, 115.608756481836 39.86521950377653, 115.60962850107501 39.8653488556115, 115.610509 39.86539211174991, 115.61138949892498 39.8653488556115, 115.61226151816399 39.86521950377653, 115.61311665969505 39.86500530197388, 115.61394668803777 39.864708313084, 115.61474360956545 39.86433139727226, 115.61549974948814 39.86387818444397, 115.61620782576503 39.86335303928641, 115.6168610192345 39.86276101923452, 115.6174530392864 39.86210782576504, 115.61797818444396 39.861399749488136, 115.61843139727226 39.86064360956545, 115.618808313084 39.85984668803778, 115.61910530197387 39.859016659695065, 115.61931950377652 39.858161518163996, 115.6194488556115 39.857289498924985, 115.6194921117499 39.856409))",1000.0
北京老舍茶馆景区,3A,CONSTRUCTED,"POLYGON ((116.39066824469997 39.898301, 116.39065094224459 39.89794880043, 116.39059920151061 39.8975999927344, 116.39051352078955 39.897257936121974, 116.39039472523359 39.89692592478489, 116.3902439589089 39.896607156173815, 116.39006267377758 39.89630470020474, 116.38985261571456 39.896021469693984, 116.3896158076938 39.89576019230619, 116.38935453030601 39.89552338428543, 116.38907129979525 39.89531332622241, 116.38876884382617 39.89513204109109, 116.3884500752151 39.894981274766394, 116.38811806387803 39.894862479210445, 116.3877760072656 39.89477679848938, 116.38742719956998 39.894725057755394, 116.387075 39.89470775530003, 116.38672280043001 39.894725057755394, 116.38637399273439 39.89477679848938, 116.38603193612197 39.894862479210445, 116.38569992478489 39.894981274766394, 116.38538115617382 39.89513204109109, 116.38507870020474 39.89531332622241, 116.38479546969398 39.89552338428543, 116.38453419230619 39.89576019230619, 116.38429738428543 39.896021469693984, 116.38408732622241 39.89630470020474, 116.3839060410911 39.896607156173815, 116.3837552747664 39.89692592478489, 116.38363647921044 39.897257936121974, 116.38355079848938 39.8975999927344, 116.3834990577554 39.89794880043, 116.38348175530002 39.898301, 116.3834990577554 39.89865319956999, 116.38355079848938 39.899002007265594, 116.38363647921044 39.89934406387802, 116.3837552747664 39.899676075215105, 116.3839060410911 39.89999484382618, 116.38408732622241 39.900297299795255, 116.38429738428543 39.90058053030601, 116.38453419230619 39.9008418076938, 116.38479546969398 39.90107861571456, 116.38507870020474 39.901288673777586, 116.38538115617382 39.901469958908905, 116.38569992478489 39.9016207252336, 116.38603193612197 39.90173952078955, 116.38637399273439 39.90182520151061, 116.38672280043001 39.9018769422446, 116.387075 39.90189424469996, 116.38742719956998 39.9018769422446, 116.3877760072656 39.90182520151061, 116.38811806387803 39.90173952078955, 116.3884500752151 39.9016207252336, 116.38876884382617 39.901469958908905, 116.38907129979525 39.901288673777586, 116.38935453030601 39.90107861571456, 116.3896158076938 39.9008418076938, 116.38985261571456 39.90058053030601, 116.39006267377758 39.900297299795255, 116.3902439589089 39.89999484382618, 116.39039472523359 39.899676075215105, 116.39051352078955 39.89934406387802, 116.39059920151061 39.899002007265594, 116.39065094224459 39.89865319956999, 116.39066824469997 39.898301))",400.0
北京草莓博览园景区,3A,CONSTRUCTED,"POLYGON ((116.40017824469997 40.195583, 116.4001609422446 40.195230800430004, 116.40010920151062 40.1948819927344, 116.40002352078956 40.19453993612198, 116.3999047252336 40.19420792478489, 116.3997539589089 40.19388915617382, 116.39957267377758 40.19358670020474, 116.39936261571457 40.19330346969399, 116.3991258076938 40.193042192306194, 116.39886453030601 40.192805384285435, 116.39858129979525 40.19259532622241, 116.39827884382618 40.19241404109109, 116.39796007521511 40.1922632747664, 116.39762806387803 40.19214447921045, 116.3972860072656 40.192058798489384, 116.39693719956999 40.1920070577554, 116.396585 40.191989755300035, 116.39623280043001 40.1920070577554, 116.3958839927344 40.192058798489384, 116.39554193612197 40.19214447921045, 116.3952099247849 40.1922632747664, 116.39489115617383 40.19241404109109, 116.39458870020475 40.19259532622241, 116.39430546969399 40.192805384285435, 116.3940441923062 40.193042192306194, 116.39380738428544 40.19330346969399, 116.39359732622242 40.19358670020474, 116.3934160410911 40.19388915617382, 116.3932652747664 40.19420792478489, 116.39314647921044 40.19453993612198, 116.39306079848939 40.1948819927344, 116.3930090577554 40.195230800430004, 116.39299175530003 40.195583, 116.3930090577554 40.195935199569995, 116.39306079848939 40.1962840072656, 116.39314647921044 40.19662606387802, 116.3932652747664 40.19695807521511, 116.3934160410911 40.19727684382618, 116.39359732622242 40.19757929979526, 116.39380738428544 40.19786253030601, 116.3940441923062 40.198123807693804, 116.39430546969399 40.19836061571456, 116.39458870020475 40.19857067377759, 116.39489115617383 40.19875195890891, 116.3952099247849 40.1989027252336, 116.39554193612197 40.19902152078955, 116.3958839927344 40.199107201510614, 116.39623280043001 40.1991589422446, 116.396585 40.19917624469996, 116.39693719956999 40.1991589422446, 116.3972860072656 40.199107201510614, 116.39762806387803 40.19902152078955, 116.39796007521511 40.1989027252336, 116.39827884382618 40.19875195890891, 116.39858129979525 40.19857067377759, 116.39886453030601 40.19836061571456, 116.3991258076938 40.198123807693804, 116.39936261571457 40.19786253030601, 116.39957267377758 40.19757929979526, 116.3997539589089 40.19727684382618, 116.3999047252336 40.19695807521511, 116.40002352078956 40.19662606387802, 116.40010920151062 40.1962840072656, 116.4001609422446 40.195935199569995, 116.40017824469997 40.195583))",400.0
北京蟒山森林公园景区,3A,CONSTRUCTED,"POLYGON ((116.29268855587495 40.261931, 116.29266692780574 40.261490750537504, 116.29260225188825 40.261054740918, 116.29249515098694 40.26062717015247, 116.292346656542 40.26021215598111, 116.29215819863613 40.25981369521727, 116.29193159222199 40.259435625255925, 116.2916690196432 40.25908158711748, 116.29137300961726 40.25875499038274, 116.29104641288251 40.25845898035679, 116.29069237474407 40.258196407778016, 116.29031430478273 40.25796980136386, 116.28991584401888 40.25778134345799, 116.28950082984753 40.257632849013056, 116.289073259082 40.25752574811173, 116.2886372494625 40.257461072194246, 116.288197 40.25743944412504, 116.2877567505375 40.257461072194246, 116.28732074091799 40.25752574811173, 116.28689317015247 40.257632849013056, 116.28647815598111 40.25778134345799, 116.28607969521727 40.25796980136386, 116.28570162525592 40.258196407778016, 116.28534758711749 40.25845898035679, 116.28502099038273 40.25875499038274, 116.2847249803568 40.25908158711748, 116.28446240777801 40.259435625255925, 116.28423580136386 40.25981369521727, 116.284047343458 40.26021215598111, 116.28389884901306 40.26062717015247, 116.28379174811174 40.261054740918, 116.28372707219425 40.261490750537504, 116.28370544412505 40.261931, 116.28372707219425 40.26237124946249, 116.28379174811174 40.262807259081995, 116.28389884901306 40.263234829847526, 116.284047343458 40.263649844018886, 116.28423580136386 40.264048304782726, 116.28446240777801 40.26442637474407, 116.2847249803568 40.264780412882516, 116.28502099038273 40.26510700961725, 116.28534758711749 40.2654030196432, 116.28570162525592 40.26566559222198, 116.28607969521727 40.26589219863613, 116.28647815598111 40.266080656542, 116.28689317015247 40.26622915098694, 116.28732074091799 40.26633625188826, 116.2877567505375 40.26640092780575, 116.288197 40.266422555874954, 116.2886372494625 40.26640092780575, 116.289073259082 40.26633625188826, 116.28950082984753 40.26622915098694, 116.28991584401888 40.266080656542, 116.29031430478273 40.26589219863613, 116.29069237474407 40.26566559222198, 116.29104641288251 40.2654030196432, 116.29137300961726 40.26510700961725, 116.2916690196432 40.264780412882516, 116.29193159222199 40.26442637474407, 116.29215819863613 40.264048304782726, 116.292346656542 40.263649844018886, 116.29249515098694 40.263234829847526, 116.29260225188825 40.262807259081995, 116.29266692780574 40.26237124946249, 116.29268855587495 40.261931))",500.0
北京西山国家森林公园,3A,CONSTRUCTED,"POLYGON ((116.19142755587495 39.973913, 116.19140592780575 39.97347275053751, 116.19134125188826 39.973036740918005, 116.19123415098694 39.972609170152474, 116.191085656542 39.972194155981114, 116.19089719863614 39.971795695217274, 116.19067059222199 39.97141762525593, 116.1904080196432 39.971063587117484, 116.19011200961727 39.97073699038275, 116.18978541288251 39.9704409803568, 116.18943137474407 39.97017840777802, 116.18905330478273 39.96995180136387, 116.18865484401888 39.969763343458, 116.18823982984753 39.96961484901306, 116.18781225908201 39.96950774811174, 116.1873762494625 39.96944307219425, 116.186936 39.96942144412505, 116.1864957505375 39.96944307219425, 116.186059740918 39.96950774811174, 116.18563217015247 39.96961484901306, 116.18521715598112 39.969763343458, 116.18481869521727 39.96995180136387, 116.18444062525593 39.97017840777802, 116.18408658711749 39.9704409803568, 116.18375999038274 39.97073699038275, 116.1834639803568 39.971063587117484, 116.18320140777801 39.97141762525593, 116.18297480136387 39.971795695217274, 116.182786343458 39.972194155981114, 116.18263784901306 39.972609170152474, 116.18253074811174 39.973036740918005, 116.18246607219426 39.97347275053751, 116.18244444412505 39.973913, 116.18246607219426 39.974353249462496, 116.18253074811174 39.974789259082, 116.18263784901306 39.97521682984753, 116.182786343458 39.97563184401889, 116.18297480136387 39.97603030478273, 116.18320140777801 39.976408374744075, 116.1834639803568 39.97676241288252, 116.18375999038274 39.97708900961726, 116.18408658711749 39.97738501964321, 116.18444062525593 39.977647592221984, 116.18481869521727 39.97787419863614, 116.18521715598112 39.97806265654201, 116.18563217015247 39.978211150986944, 116.186059740918 39.97831825188827, 116.1864957505375 39.978382927805754, 116.186936 39.97840455587496, 116.1873762494625 39.978382927805754, 116.18781225908201 39.97831825188827, 116.18823982984753 39.978211150986944, 116.18865484401888 39.97806265654201, 116.18905330478273 39.97787419863614, 116.18943137474407 39.977647592221984, 116.18978541288251 39.97738501964321, 116.19011200961727 39.97708900961726, 116.1904080196432 39.97676241288252, 116.19067059222199 39.976408374744075, 116.19089719863614 39.97603030478273, 116.191085656542 39.97563184401889, 116.19123415098694 39.97521682984753, 116.19134125188826 39.974789259082, 116.19140592780575 39.974353249462496, 116.19142755587495 39.973913))",500.0
北京邑仕庄园国际酒庄景区,3A,CONSTRUCTED,"POLYGON ((117.04572124469998 40.484951, 117.0457039422446 40.48459880043001, 117.04565220151062 40.484249992734405, 117.04556652078956 40.48390793612198, 117.0454477252336 40.483575924784894, 117.0452969589089 40.48325715617382, 117.04511567377759 40.48295470020474, 117.04490561571457 40.48267146969399, 117.04466880769381 40.4824101923062, 117.04440753030602 40.48217338428544, 117.04412429979526 40.48196332622241, 117.04382184382618 40.481782041091094, 117.04350307521511 40.4816312747664, 117.04317106387803 40.48151247921045, 117.04282900726561 40.48142679848939, 117.04248019957 40.4813750577554, 117.042128 40.48135775530004, 117.04177580043002 40.4813750577554, 117.0414269927344 40.48142679848939, 117.04108493612198 40.48151247921045, 117.0407529247849 40.4816312747664, 117.04043415617383 40.481782041091094, 117.04013170020475 40.48196332622241, 117.039848469694 40.48217338428544, 117.0395871923062 40.4824101923062, 117.03935038428544 40.48267146969399, 117.03914032622242 40.48295470020474, 117.0389590410911 40.48325715617382, 117.03880827476641 40.483575924784894, 117.03868947921045 40.48390793612198, 117.03860379848939 40.484249992734405, 117.03855205775541 40.48459880043001, 117.03853475530003 40.484951, 117.03855205775541 40.48530319957, 117.03860379848939 40.4856520072656, 117.03868947921045 40.485994063878024, 117.03880827476641 40.48632607521511, 117.0389590410911 40.486644843826184, 117.03914032622242 40.48694729979526, 117.03935038428544 40.487230530306014, 117.0395871923062 40.48749180769381, 117.039848469694 40.487728615714566, 117.04013170020475 40.48793867377759, 117.04043415617383 40.48811995890891, 117.0407529247849 40.488270725233605, 117.04108493612198 40.48838952078955, 117.0414269927344 40.48847520151062, 117.04177580043002 40.488526942244604, 117.042128 40.488544244699966, 117.04248019957 40.488526942244604, 117.04282900726561 40.48847520151062, 117.04317106387803 40.48838952078955, 117.04350307521511 40.488270725233605, 117.04382184382618 40.48811995890891, 117.04412429979526 40.48793867377759, 117.04440753030602 40.487728615714566, 117.04466880769381 40.48749180769381, 117.04490561571457 40.487230530306014, 117.04511567377759 40.48694729979526, 117.0452969589089 40.486644843826184, 117.0454477252336 40.48632607521511, 117.04556652078956 40.485994063878024, 117.04565220151062 40.4856520072656, 117.0457039422446 40.48530319957, 117.04572124469998 40.484951))",400.0
