primary,grade,osm_name,osm_fclass,layer,score,dist_km,disposition,wkt
定都阁景区,3A,定都阁,attraction,poi,1.0,0.03,OSM_MATCH,"POLYGON ((116.047149 39.9081026, 116.0471758 39.9082055, 116.0472161 39.9083248, 116.0472402 39.908438, 116.0472627 39.9085896, 116.0472776 39.9087008, 116.0472925 39.9088263, 116.0473284 39.9089056, 116.0474756 39.9089708, 116.0475593 39.9089876, 116.0476381 39.9089715, 116.0476858 39.9089062, 116.0477078 39.9087864, 116.0476774 39.9086335, 116.0476579 39.9084856, 116.0476606 39.908393, 116.0476858 39.9083206, 116.0477445 39.908222, 116.0478071 39.9081552, 116.0478511 39.9080988, 116.0479751 39.9080656, 116.0481607 39.9080028, 116.0482138 39.907973, 116.048246 39.9079298, 116.0481249 39.9077568, 116.0480382 39.9075905, 116.0479751 39.9073764, 116.0479606 39.9071709, 116.0479832 39.9070492, 116.0480502 39.907006, 116.0482085 39.9069731, 116.0484123 39.9069319, 116.0486215 39.9068826, 116.0487768 39.9068167, 116.0488978 39.9067653, 116.0490239 39.9067426, 116.0492304 39.9066603, 116.0492882 39.9066253, 116.0497237 39.9066406, 116.0497266 39.9065184, 116.0498245 39.9065101, 116.0498878 39.9064929, 116.0499278 39.9064772, 116.049968 39.9064525, 116.050031 39.9064042, 116.0500766 39.9063795, 116.0501128 39.9063744, 116.0501437 39.9063558, 116.0501692 39.9063239, 116.0501692 39.9062828, 116.0501612 39.9062452, 116.0500927 39.9061779, 116.0500431 39.9061511, 116.0499895 39.9061316, 116.0499358 39.9061069, 116.0498688 39.9060822, 116.0497521 39.9060575, 116.0496394 39.9060328, 116.0495616 39.9060143, 116.049504 39.9059783, 116.0494562 39.9059426, 116.0494529 39.9058842, 116.0494762 39.9057167, 116.0494232 39.9057148, 116.0493872 39.9057135, 116.0488312 39.905859, 116.0489871 39.9057233, 116.0491472 39.9055513, 116.0491731 39.9053396, 116.0491805 39.9051451, 116.0492599 39.905074, 116.0493952 39.9049755, 116.0494369 39.9048847, 116.0495147 39.9048045, 116.0496032 39.9046892, 116.0496595 39.9046357, 116.0497937 39.9046193, 116.0498902 39.9046543, 116.0499734 39.9047242, 116.050086 39.9047468, 116.0501075 39.9046604, 116.0500753 39.9045493, 116.049968 39.9044794, 116.0497722 39.9044053, 116.0495201 39.9043456, 116.0493967 39.90436, 116.0492545 39.9044341, 116.049107 39.9045473, 116.0489836 39.9046779, 116.0489286 39.9047252, 116.0488938 39.9047757, 116.0488254 39.9048487, 116.0487838 39.9048909, 116.0487516 39.9050308, 116.0487302 39.9051625, 116.0487114 39.9053137, 116.0486698 39.9054464, 116.0486189 39.9055452, 116.0485907 39.9055776, 116.0485484 39.9055843, 116.0484888 39.9055781, 116.0483104 39.9055709, 116.0481696 39.9055832, 116.0480341 39.9056038, 116.0479765 39.9056208, 116.0479242 39.9056625, 116.0478598 39.9057509, 116.0478061 39.9058209, 116.0477203 39.9059443, 116.0476667 39.9060081, 116.0475942 39.9060616, 116.0474762 39.9062036, 116.0474145 39.9063147, 116.0473663 39.9064484, 116.0473087 39.9065563, 116.0472536 39.9066459, 116.0472037 39.9068207, 116.0471927 39.9069845, 116.0471798 39.9071375, 116.0472135 39.907365, 116.0472232 39.9075344, 116.0472003 39.9076989, 116.0471597 39.9078722, 116.0471517 39.9080121, 116.047149 39.9081026))"
将府公园旅游景区,3A,将府公园,park,landuse,0.75,0.11,OSM_MATCH,"POLYGON ((116.5036905 39.9637958, 116.5037551 39.9681007, 116.5038299 39.9730832, 116.5039158 39.9738972, 116.5041056 39.9743093, 116.5046914 39.9749898, 116.5051981 39.975385, 116.5057135 39.9753393, 116.5057797 39.9755709, 116.5056968 39.9757553, 116.5055871 39.9758501, 116.5063188 39.9762616, 116.5065516 39.9759535, 116.5064165 39.975097, 116.5065724 39.9750761, 116.506397 39.9733464, 116.5065349 39.97302, 116.5065885 39.9730537, 116.5078582 39.9738512, 116.5094188 39.9724693, 116.510099 39.9729021, 116.5094381 39.973501, 116.5098144 39.9737155, 116.5088806 39.9744766, 116.510117 39.975281, 116.5118234 39.9762733, 116.5123417 39.9754766, 116.5127393 39.9749664, 116.5134353 39.9744977, 116.5142576 39.9736805, 116.5146224 39.97307, 116.5149751 39.9725375, 116.5156129 39.9716725, 116.5082273 39.9691391, 116.5082752 39.9685846, 116.508277 39.9685602, 116.5083455 39.9676089, 116.5074371 39.9675534, 116.5075944 39.9661011, 116.5084834 39.9661524, 116.5086038 39.9647799, 116.508635 39.9644192, 116.5076649 39.9643216, 116.5065107 39.9642054, 116.5036905 39.9637958))"
延庆区八达岭野生动物世界景区,3A,八达岭野生动物世界,zoo,poi,0.84,0.0,OSM_MATCH,"POLYGON ((115.9811093 40.3540912, 115.9811093 40.3542194, 115.9812611 40.354482, 115.9812878 40.3547805, 115.9820308 40.355299, 115.9824305 40.3556694, 115.9829854 40.3566344, 115.9830936 40.356791, 115.9834925 40.3571868, 115.9838205 40.357373, 115.9844708 40.3575735, 115.9849426 40.3575148, 115.9854101 40.3571898, 115.9855478 40.3570524, 115.9860254 40.3568618, 115.9862061 40.3568643, 115.9865809 40.3570674, 115.9870448 40.3574249, 115.9873693 40.3576142, 115.9876318 40.3579862, 115.9878718 40.358141, 115.9878882 40.3582926, 115.9872364 40.3585739, 115.9867771 40.3588817, 115.9862718 40.359254, 115.9857961 40.359767, 115.9860885 40.3601104, 115.9864619 40.3601583, 115.9870134 40.3602694, 115.9875241 40.3604758, 115.9883344 40.3605633, 115.9886184 40.3605477, 115.9893999 40.3606086, 115.989642 40.3605398, 115.9900994 40.3606024, 115.9904768 40.3601772, 115.9907743 40.3599693, 115.9910286 40.3595538, 115.9915127 40.3589802, 115.9916891 40.3586658, 115.9917014 40.3584251, 115.9917876 40.3581516, 115.9920194 40.3576727, 115.9920214 40.3575008, 115.9919373 40.3572835, 115.9914614 40.3570038, 115.9911845 40.3569115, 115.9909773 40.3567162, 115.991147 40.3563285, 115.9912249 40.356266, 115.9917972 40.3562081, 115.9918875 40.3561081, 115.9919141 40.3555094, 115.9920208 40.3553531, 115.992189 40.3553078, 115.9926259 40.3550874, 115.9930546 40.3551108, 115.99335 40.3550733, 115.9934854 40.3548451, 115.9937797 40.35458, 115.9941763 40.3543433, 115.9944102 40.3542448, 115.9946994 40.3539822, 115.9950215 40.3537821, 115.9950215 40.3536868, 115.9951035 40.3535899, 115.9954994 40.3533085, 115.9957839 40.3527844, 115.9959767 40.3527079, 115.9967446 40.3521826, 115.9974872 40.3523061, 115.9976964 40.352131, 115.9981669 40.3514256, 115.9983904 40.3513287, 115.9988725 40.3510192, 115.9995816 40.3509426, 116.0000062 40.3507566, 116.0006072 40.3502892, 116.0008196 40.3502923, 116.0010165 40.3502047, 116.0016543 40.3496866, 116.0016036 40.3492211, 116.0017382 40.3490403, 116.001692 40.3487988, 116.0019313 40.3482666, 116.0026309 40.3478695, 116.0021658 40.3463982, 116.0013598 40.3447242, 116.0000722 40.3430529, 115.9986926 40.3424985, 115.9977916 40.3421835, 115.996979 40.3410336, 115.9967857 40.3397467, 115.9964491 40.3385651, 115.9940128 40.3378994, 115.9934059 40.3379246, 115.9931343 40.3380147, 115.9927486 40.3379707, 115.9921465 40.3378201, 115.9920177 40.3375554, 115.9915638 40.3364013, 115.9897183 40.3362629, 115.9883266 40.3360163, 115.9868827 40.3352769, 115.9855622 40.3351359, 115.9856428 40.3352868, 115.9857495 40.3357204, 115.9856346 40.3359189, 115.9857474 40.3360831, 115.9857331 40.3362317, 115.985448 40.3364693, 115.9852941 40.3367164, 115.9852469 40.3368711, 115.9854151 40.3371072, 115.9852408 40.3373902, 115.9851505 40.3377686, 115.9849598 40.3381517, 115.9850316 40.3383237, 115.984931 40.3384669, 115.9849167 40.3385779, 115.9849413 40.3388374, 115.9849064 40.3390032, 115.9850028 40.3391658, 115.9850213 40.3394066, 115.9852264 40.3396583, 115.9853515 40.3397318, 115.9856285 40.3399223, 115.9857372 40.34026, 115.985971 40.3405834, 115.98593 40.3412098, 115.9858131 40.34146, 115.9856244 40.3415726, 115.9852695 40.3415444, 115.9851423 40.3416882, 115.985089 40.3420609, 115.9851485 40.342261, 115.9850541 40.3425002, 115.9848818 40.3426972, 115.9848346 40.3428374, 115.9848428 40.3430453, 115.9849803 40.3432829, 115.9849372 40.3433627, 115.9847687 40.3434862, 115.9849228 40.3436965, 115.9850316 40.3437653, 115.9853987 40.3442344, 115.9859238 40.3442922, 115.986453 40.3445502, 115.986635 40.3445001, 115.9869037 40.3445298, 115.9876093 40.3449989, 115.9877406 40.345002, 115.9881222 40.3448785, 115.9884463 40.3450567, 115.9892189 40.3451975, 115.9897887 40.3452427, 115.9903549 40.3451739, 115.9905313 40.3452865, 115.9905518 40.3455132, 115.9904882 40.345668, 115.9905169 40.3457508, 115.9905178 40.3460714, 115.9905097 40.3461386, 115.9902857 40.3464286, 115.9903044 40.3465149, 115.9904596 40.3467554, 115.9904861 40.3469643, 115.9904061 40.3471371, 115.9903918 40.347431, 115.9902851 40.3475139, 115.9901067 40.3476608, 115.9899549 40.3476155, 115.9898523 40.3476402, 115.9896574 40.3477887, 115.989481 40.3479763, 115.9892985 40.348031, 115.9887857 40.3483218, 115.9887569 40.3483999, 115.9888903 40.3487078, 115.9889087 40.349133, 115.9887364 40.3493847, 115.9880985 40.3498615, 115.9877457 40.3498959, 115.9874023 40.3502128, 115.9868493 40.350334, 115.9864787 40.3506572, 115.9862145 40.3513992, 115.9856381 40.35164, 115.9855355 40.3517603, 115.9849079 40.3516572, 115.9847889 40.3517369, 115.9843868 40.3523653, 115.9842145 40.3525185, 115.9833953 40.3527952, 115.9830158 40.3528077, 115.982866 40.3528483, 115.9823031 40.3535471, 115.9818314 40.3534017, 115.9816467 40.353408, 115.9814683 40.3535471, 115.9812037 40.3538753, 115.9811093 40.3540912))"
恭王府景区,5A,恭王府,museum,poi,1.0,0.0,OSM_MATCH,"POLYGON ((116.3784474 39.9372193, 116.3806452 39.937428, 116.3808797 39.9366845, 116.3809215 39.9362582, 116.3808525 39.9361016, 116.3811538 39.9343239, 116.3810988 39.9343194, 116.380613 39.9343108, 116.3803011 39.9342697, 116.379987 39.9342283, 116.3798558 39.9342563, 116.3797671 39.9343343, 116.3795834 39.9345096, 116.3788728 39.9360004, 116.3786488 39.9366423, 116.3784474 39.9372193))"
抗日战争纪念雕塑园,3A,中国人民抗日战争纪念雕塑园,park,landuse,0.8,0.0,OSM_MATCH,"POLYGON ((116.2175044 39.8480001, 116.2240812 39.8490957, 116.2242741 39.8483914, 116.2243529 39.8481812, 116.2240836 39.8481372, 116.224208 39.8478108, 116.2229802 39.8475048, 116.221937 39.847253, 116.2219968 39.8471222, 116.2217322 39.8470638, 116.2217552 39.8470007, 116.2218142 39.8470076, 116.2220123 39.8465897, 116.2219518 39.8465771, 116.221981 39.8464603, 116.2211012 39.8462722, 116.2204444 39.8461442, 116.2182769 39.8467646, 116.2177941 39.8470199, 116.2177088 39.8473085, 116.2176393 39.8475436, 116.2175163 39.8479598, 116.2175044 39.8480001))"
明十三陵景区,5A,明十三陵神道,park,landuse,0.75,1.76,OSM_MATCH,"POLYGON ((116.216374 40.2536127, 116.218327 40.257233, 116.2194222 40.2592126, 116.2200523 40.2602142, 116.2201586 40.2603438, 116.2208887 40.2613227, 116.221664 40.2623973, 116.2223203 40.2632554, 116.2226392 40.263708, 116.2230203 40.2640454, 116.2235318 40.264699, 116.2241754 40.2644395, 116.22447 40.2643207, 116.2238568 40.2629972, 116.2234934 40.2624066, 116.2231963 40.2619475, 116.2226885 40.2612803, 116.222122 40.2605014, 116.2216165 40.2597839, 116.2214343 40.2595691, 116.2215082 40.2595104, 116.2214739 40.2594499, 116.2213396 40.2592476, 116.2212579 40.2592752, 116.2208952 40.2586503, 116.2206804 40.2582984, 116.2204139 40.2578294, 116.2198932 40.2568609, 116.2195849 40.256308, 116.219251 40.255687, 116.2187025 40.2546755, 116.2180412 40.2534434, 116.2177026 40.2528562, 116.2169848 40.2530659, 116.2165468 40.2531939, 116.216374 40.2536127))"
明城墙遗址公园,4A,明城墙遗址公园,park,landuse,1.0,0.0,OSM_MATCH,"POLYGON ((116.4136174 39.8997439, 116.4136215 39.8998049, 116.4136889 39.8998961, 116.4138481 39.8999563, 116.4140958 39.9000647, 116.4144702 39.9001921, 116.4144882 39.9001374, 116.4145705 39.8999371, 116.4146666 39.8997795, 116.415 39.899783, 116.415006 39.8996473, 116.4151352 39.8996507, 116.4151294 39.8997794, 116.4161836 39.899808, 116.4161896 39.8996796, 116.4163401 39.8996838, 116.4163341 39.8998111, 116.4173193 39.8998391, 116.417325 39.8997215, 116.4174736 39.8997258, 116.4174675 39.8998489, 116.4180539 39.8998663, 116.4180792 39.8998671, 116.4184757 39.8998789, 116.4184822 39.8997509, 116.4186167 39.899755, 116.4186102 39.8998797, 116.4191254 39.8998956, 116.4195983 39.8999102, 116.4196051 39.8997806, 116.4197566 39.8997853, 116.4197511 39.8998894, 116.4207361 39.8999202, 116.4207471 39.8997129, 116.4211668 39.899726, 116.4211553 39.8999432, 116.4220987 39.8999724, 116.4221059 39.8998345, 116.4223311 39.8998413, 116.4223242 39.8999754, 116.4227054 39.8999867, 116.4232371 39.9000025, 116.4232435 39.8998733, 116.4234774 39.89988, 116.4234712 39.9000089, 116.423921 39.9000214, 116.4243738 39.900034, 116.4243801 39.8998997, 116.4246061 39.8999058, 116.4246002 39.9000367, 116.4254978 39.90006, 116.4255043 39.8999116, 116.425766 39.8999182, 116.4257597 39.9000659, 116.4266621 39.9000883, 116.426667 39.8999695, 116.4268692 39.8999745, 116.4268639 39.9001047, 116.4274022 39.9001178, 116.4274169 39.8997585, 116.4271207 39.8996925, 116.4269777 39.8995496, 116.4154017 39.8992435, 116.4149117 39.8992561, 116.4146173 39.8993547, 116.4139909 39.8995192, 116.4138442 39.8995714, 116.4137201 39.89964, 116.4136464 39.8996966, 116.4136174 39.8997439))"
朝阳公园景区,4A,朝阳公园,park,landuse,1.0,0.0,OSM_MATCH,"POLYGON ((116.467934 39.9451761, 116.4682881 39.9452398, 116.4688379 39.9454372, 116.4688594 39.9454002, 116.4695233 39.9456268, 116.4695255 39.9457709, 116.4694843 39.9458835, 116.46933 39.945826, 116.4692161 39.9458156, 116.468787 39.9457395, 116.4684088 39.9457087, 116.4683027 39.9462064, 116.4682747 39.9462865, 116.4683 39.9462989, 116.4694338 39.9466111, 116.4704568 39.9470042, 116.4707093 39.9469533, 116.4706806 39.947037, 116.4706803 39.9470633, 116.4706946 39.9471702, 116.4707593 39.9472409, 116.4709547 39.9472771, 116.4709942 39.9472232, 116.4710799 39.9472274, 116.4711391 39.9472745, 116.4711073 39.9473427, 116.4714212 39.9473764, 116.4716795 39.9474154, 116.4718819 39.9474829, 116.4720963 39.9475758, 116.4723345 39.9476011, 116.472587 39.9476743, 116.4727441 39.94783, 116.4727737 39.947825, 116.4728038 39.9478272, 116.4728315 39.9478366, 116.472854 39.9478522, 116.472869 39.9478723, 116.4728751 39.9478973, 116.4728698 39.9479223, 116.4728536 39.9479445, 116.4728285 39.9479611, 116.4728472 39.948127, 116.4727319 39.9482751, 116.4725629 39.9483492, 116.4724004 39.9486271, 116.4722786 39.9487582, 116.4723016 39.9488718, 116.4723949 39.9489635, 116.4724374 39.9489678, 116.4725442 39.948977, 116.4725926 39.9489498, 116.4724481 39.9494574, 116.4722605 39.9499475, 116.4722094 39.9499817, 116.4721852 39.9500372, 116.4720913 39.9500186, 116.4720331 39.9501089, 116.4719733 39.9502016, 116.4718257 39.9504196, 116.4716283 39.9507035, 116.4734333 39.9516488, 116.4735355 39.9515275, 116.4740771 39.9517037, 116.4742238 39.9516637, 116.4735951 39.9520769, 116.4728238 39.9531999, 116.4729174 39.9532467, 116.4732796 39.9533661, 116.4745721 39.9537921, 116.4748058 39.9538677, 116.4748728 39.9538923, 116.4752966 39.954026, 116.4753637 39.9540507, 116.475656 39.9541494, 116.4757365 39.954174, 116.475994 39.9542522, 116.4762324 39.9543284, 116.4764463 39.9543967, 116.476863 39.9545359, 116.4769157 39.9545509, 116.4773995 39.9547004, 116.4774665 39.954725, 116.4775218 39.9547436, 116.4779567 39.9548897, 116.478092 39.954654, 116.4786212 39.954828, 116.4784837 39.9550577, 116.4789712 39.9552431, 116.4809337 39.9560403, 116.4810258 39.9558785, 116.4810811 39.955728, 116.4812028 39.9555125, 116.4825452 39.9526506, 116.4825654 39.9520665, 116.4825671 39.9519561, 116.4825948 39.9514846, 116.4826404 39.9512276, 116.4827021 39.9503908, 116.4828148 39.9503085, 116.4828979 39.9493421, 116.4828806 39.9492933, 116.4828979 39.9492496, 116.483016 39.9479027, 116.4830178 39.9478258, 116.4830186 39.9477896, 116.4830723 39.9469918, 116.4830911 39.9465518, 116.4831461 39.9456134, 116.4831662 39.9452707, 116.4832386 39.9449973, 116.4832353 39.9448656, 116.4832198 39.9442426, 116.4831756 39.9433647, 116.4831809 39.9432865, 116.4831814 39.9432597, 116.4831947 39.9426116, 116.4831908 39.9423959, 116.4831867 39.9421729, 116.4831715 39.9416022, 116.4831759 39.9413139, 116.4831905 39.9402978, 116.4831769 39.9400393, 116.4831743 39.9393421, 116.4831769 39.938756, 116.4831777 39.9386608, 116.4831733 39.9376871, 116.4822372 39.937683, 116.4818237 39.9376743, 116.4814509 39.93752, 116.4791923 39.9375366, 116.4791911 39.9375056, 116.4787821 39.9375056, 116.4785286 39.9375056, 116.4783811 39.9373349, 116.4780578 39.9373542, 116.4779798 39.9372619, 116.4778508 39.9369462, 116.4777884 39.9366996, 116.477806 39.9364428, 116.4778809 39.9361032, 116.4781073 39.9361304, 116.4781066 39.9360994, 116.4782123 39.936099, 116.4782148 39.9360763, 116.4785112 39.9360722, 116.47853 39.936031, 116.4786185 39.9360269, 116.4786399 39.9359693, 116.4785903 39.9343487, 116.4785233 39.9343487, 116.4785152 39.934252, 116.4783221 39.9342726, 116.4783087 39.9341862, 116.4782961 39.934105, 116.4782872 39.9339415, 116.4773096 39.9339353, 116.4773024 39.9329999, 116.4772627 39.9330015, 116.4770749 39.9330036, 116.4770856 39.9329748, 116.4770722 39.9328987, 116.4769918 39.9328473, 116.4769318 39.9328273, 116.4768335 39.932837, 116.4767665 39.9328617, 116.4767477 39.932872, 116.4766833 39.9329255, 116.4766431 39.9329645, 116.4765948 39.9329913, 116.4765143 39.9330016, 116.4764687 39.9330365, 116.4764392 39.9330694, 116.4764392 39.9330982, 116.476348 39.9330838, 116.47622 39.9330708, 116.4761469 39.9330633, 116.4759055 39.933053, 116.4758652 39.9330571, 116.4757865 39.9330144, 116.4754916 39.9330185, 116.475494 39.9330659, 116.4754656 39.9330345, 116.4752313 39.9331625, 116.475023 39.9331579, 116.4750221 39.9330987, 116.4750677 39.9330987, 116.475057 39.9328992, 116.4746331 39.9328953, 116.4733634 39.9328835, 116.473014 39.9328802, 116.4729229 39.9329008, 116.4728078 39.9329504, 116.4727271 39.9329563, 116.4727261 39.9328183, 116.4727337 39.9327774, 116.4721959 39.9327774, 116.4722013 39.9328288, 116.4710453 39.9328185, 116.4710238 39.9328864, 116.4685979 39.9328803, 116.4684653 39.9337675, 116.4684249 39.9340381, 116.4683912 39.9340587, 116.4683089 39.9340742, 116.4682952 39.9343228, 116.4683226 39.9343232, 116.4683184 39.9344741, 116.4682827 39.9344753, 116.4682771 39.9346502, 116.4684702 39.9348677, 116.4684976 39.9348525, 116.4687507 39.9351069, 116.4687762 39.9351323, 116.4687996 39.9351558, 116.468921 39.9352762, 116.4688798 39.9353241, 116.4686876 39.9354058, 116.4687288 39.9354468, 116.4687681 39.935486, 116.4689372 39.9354342, 116.4689961 39.9354161, 116.4690873 39.9355847, 116.4691356 39.9357246, 116.469149 39.9358356, 116.4692429 39.9358254, 116.4694109 39.9358258, 116.4699858 39.9358274, 116.4701146 39.9358315, 116.4702692 39.9358403, 116.4704623 39.9358156, 116.4708736 39.9357225, 116.4708871 39.9357472, 116.4710721 39.9357122, 116.4710439 39.9356835, 116.4710544 39.9355588, 116.4710708 39.9354643, 116.4714624 39.9354713, 116.4718567 39.9357284, 116.4719649 39.9360581, 116.4719228 39.9364194, 116.4717433 39.936871, 116.4716101 39.9370073, 116.4715617 39.9370361, 116.4706017 39.9368444, 116.4704088 39.9368399, 116.4703968 39.9368396, 116.4699001 39.9369753, 116.4698305 39.9371953, 116.469773 39.9371832, 116.4697309 39.9371847, 116.469629 39.9376269, 116.4708092 39.9375035, 116.4709218 39.9381863, 116.4690716 39.9383752, 116.468938 39.9383748, 116.4689478 39.9383138, 116.4689612 39.9381699, 116.4690268 39.9381706, 116.4690408 39.93794, 116.4690444 39.9378943, 116.4688137 39.9378881, 116.4686796 39.9396032, 116.4686331 39.9402679, 116.4686314 39.9402926, 116.4686284 39.9403461, 116.4685508 39.941709, 116.4685276 39.9419092, 116.468879 39.9418663, 116.4702672 39.9419023, 116.4709144 39.9418247, 116.4714146 39.9417026, 116.4715695 39.9416227, 116.4719103 39.9414233, 116.4722147 39.9412649, 116.4725107 39.941171, 116.4729094 39.94116, 116.473352 39.9412875, 116.4734378 39.9412114, 116.4735853 39.9411333, 116.4736829 39.9411098, 116.4737281 39.9411082, 116.4738805 39.9411072, 116.4740224 39.9411084, 116.4740252 39.9410115, 116.4742181 39.9410007, 116.4743639 39.9410812, 116.4744912 39.9410954, 116.4746061 39.9410764, 116.4747396 39.9409972, 116.4749433 39.9409958, 116.4749445 39.9410999, 116.4750607 39.9410991, 116.4752166 39.9410981, 116.4752426 39.9412668, 116.4754268 39.9412682, 116.4754393 39.9414597, 116.4751249 39.9414829, 116.4748647 39.9415528, 116.4748862 39.941596, 116.4748647 39.9416454, 116.4748835 39.9418675, 116.4748647 39.9419641, 116.4748111 39.9420155, 116.474736 39.9420422, 116.4745965 39.9420422, 116.4741057 39.9424268, 116.4740131 39.9424515, 116.4735102 39.9424618, 116.4734432 39.9419929, 116.4733841 39.9419703, 116.4733493 39.9416536, 116.4734512 39.9414623, 116.4732018 39.9413698, 116.4729671 39.941304, 116.4728155 39.9412937, 116.4727141 39.941294, 116.4725694 39.9412921, 116.4723035 39.9413702, 116.4720575 39.9414584, 116.4717752 39.9416478, 116.4714494 39.9418186, 116.4713443 39.9418544, 116.4712804 39.9418762, 116.4707076 39.9419597, 116.4706657 39.9419625, 116.470636 39.94196, 116.469923 39.9419958, 116.4692129 39.9419626, 116.4689837 39.9419805, 116.4685088 39.9420118, 116.4684518 39.9425174, 116.4684329 39.942614, 116.4683313 39.9434619, 116.4682866 39.9438354, 116.4683444 39.9438416, 116.468333 39.9439552, 116.4683081 39.9439523, 116.4683062 39.9439907, 116.4682893 39.9440493, 116.46839 39.9440822, 116.4684624 39.9441645, 116.4684436 39.9442961, 116.4684624 39.9443475, 116.4684985 39.9443845, 116.468846 39.9444523, 116.4689372 39.9444935, 116.4688192 39.9448431, 116.4684356 39.9447793, 116.4681968 39.9448271, 116.4680386 39.9448102, 116.467934 39.9451761))"
潭柘寺景区,4A,潭柘寺,park,landuse,1.0,0.0,OSM_MATCH,"POLYGON ((116.022394 39.904367, 116.0229838 39.9048962, 116.0240251 39.9050593, 116.0254792 39.9048989, 116.0265088 39.9047363, 116.0263825 39.9037797, 116.026282 39.9019071, 116.0260013 39.9006433, 116.025653 39.8999434, 116.0253741 39.8994982, 116.0238837 39.8991749, 116.0233348 39.9003515, 116.0235401 39.9005323, 116.0239722 39.9009362, 116.0240747 39.9010923, 116.0240977 39.9012298, 116.0240853 39.9013405, 116.0240172 39.901393, 116.0239185 39.9014499, 116.0237707 39.9015106, 116.0234273 39.9015988, 116.0231077 39.9016493, 116.022784 39.9016565, 116.022394 39.904367))"
碓臼石景区,3A,碓臼石景区,park,landuse,1.0,0.47,OSM_MATCH,"POLYGON ((116.0852047 40.3720404, 116.0853886 40.372592, 116.0857564 40.3727, 116.086151 40.3726008, 116.0867181 40.372271, 116.0875572 40.3719265, 116.0884844 40.3718798, 116.0897488 40.3720875, 116.0903034 40.3720875, 116.0910177 40.3720123, 116.0911397 40.3716407, 116.0909335 40.3710832, 116.0906751 40.3706894, 116.0905212 40.3701961, 116.0905212 40.3698952, 116.0907832 40.3693891, 116.0911374 40.3692852, 116.0913842 40.3692741, 116.0917065 40.3693316, 116.0919533 40.3694533, 116.0924702 40.3697143, 116.092746 40.3697542, 116.0932372 40.3697948, 116.0937412 40.3697093, 116.0941087 40.3696154, 116.0942077 40.3694863, 116.0941549 40.369265, 116.0941857 40.3690454, 116.0946082 40.3687201, 116.0947975 40.3686413, 116.0949559 40.3685709, 116.095187 40.3686547, 116.0952948 40.368638, 116.095484 40.3685223, 116.0956271 40.3684016, 116.0957745 40.3682289, 116.0958647 40.368083, 116.095796 40.3679094, 116.0957537 40.3676179, 116.09452 40.3675274, 116.0914273 40.3672466, 116.0903592 40.3674144, 116.0886985 40.3676508, 116.0876136 40.3680326, 116.0866955 40.3696848, 116.0864503 40.3702219, 116.0859598 40.3708408, 116.0852047 40.3720404))"
紫竹院公园景区,4A,紫竹院公园,park,landuse,1.0,0.0,OSM_MATCH,"POLYGON ((116.3074902 39.9415455, 116.3075906 39.9421619, 116.3076081 39.9422694, 116.3077819 39.9422628, 116.3077788 39.9420708, 116.3089171 39.9420147, 116.3092391 39.9423615, 116.3097461 39.9424671, 116.3100244 39.942518, 116.3109663 39.94293, 116.311162 39.9433615, 116.3112409 39.9435355, 116.3119942 39.9435801, 116.3119439 39.9444274, 116.3121874 39.9444469, 116.314641 39.9446437, 116.3147256 39.9441565, 116.3154176 39.9442173, 116.316056 39.9407716, 116.3161391 39.9402491, 116.3172795 39.9401536, 116.3184318 39.9403126, 116.3184635 39.9401972, 116.3188063 39.9402479, 116.3189167 39.9392646, 116.3185083 39.9392433, 116.3185145 39.9391204, 116.3185327 39.9389625, 116.3188828 39.9389765, 116.3190149 39.9380891, 116.318901 39.9379826, 116.314181 39.9382596, 116.3126324 39.9384097, 116.3117597 39.938544, 116.3101374 39.939036, 116.3092579 39.9393915, 116.3087194 39.9396092, 116.3086004 39.9398071, 116.30854 39.9402544, 116.3085436 39.9408773, 116.3086041 39.9415346, 116.3074902 39.9415455))"
莲花池公园景区,2A,莲花池公园,park,landuse,1.0,0.0,OSM_MATCH,"POLYGON ((116.3047397 39.8927221, 116.3047427 39.8930819, 116.3052439 39.89334, 116.3060475 39.8933374, 116.3060581 39.8932069, 116.3061966 39.8932006, 116.3062176 39.8930914, 116.3063098 39.8930914, 116.3063045 39.8931962, 116.3063652 39.8932038, 116.3064043 39.8938491, 116.3077256 39.8938611, 116.3084972 39.8937815, 116.3091731 39.893647, 116.3098278 39.8934907, 116.3110607 39.8931177, 116.3119691 39.8927543, 116.3125205 39.8925337, 116.3127417 39.8924434, 116.3129373 39.8921143, 116.3131952 39.8913992, 116.3135939 39.8913445, 116.3137837 39.8912898, 116.3140413 39.8907787, 116.3131576 39.890508, 116.3132085 39.8902147, 116.3133565 39.8899317, 116.3131347 39.889592, 116.3126884 39.8888676, 116.3120704 39.8886239, 116.3117443 39.8883956, 116.3119467 39.88804, 116.3114806 39.887833, 116.311199 39.8877394, 116.3110176 39.8877189, 116.3107285 39.887689, 116.3063487 39.8877778, 116.3064416 39.8884363, 116.3072844 39.8884169, 116.3073303 39.8886437, 116.3065146 39.8887398, 116.3055229 39.8888123, 116.3053965 39.8891003, 116.3051252 39.8895331, 116.304763 39.8898189, 116.3047397 39.8927221))"
